billId,accountId,dueDate,billTotalAmount,billMinimumAmount,isPaid
4c344066-a1bd-4457-b283-6168e19b63b8,e13812eb-974a-47bf-8eae-0f5150bdbad1,2024-11-27,"{'amount': 168.73, 'currency': 'BRL'}","{'amount': 47.26, 'currency': 'BRL'}",True
2246798d-a439-4b94-a97c-b8f0b59257dd,e13812eb-974a-47bf-8eae-0f5150bdbad1,2024-12-18,"{'amount': 2016.21, 'currency': 'BRL'}","{'amount': 835.11, 'currency': 'BRL'}",False
55df522c-08be-4eaa-822f-ff9e2511d33e,e13812eb-974a-47bf-8eae-0f5150bdbad1,2024-11-27,"{'amount': 1214.64, 'currency': 'BRL'}","{'amount': 278.64, 'currency': 'BRL'}",True
44e48df1-7848-425e-89c4-7c60cc19428f,e13812eb-974a-47bf-8eae-0f5150bdbad1,2024-11-28,"{'amount': 1006.88, 'currency': 'BRL'}","{'amount': 112.92, 'currency': 'BRL'}",True
17a3eeeb-6985-44e0-9133-6c559aa4d99a,e13812eb-974a-47bf-8eae-0f5150bdbad1,2024-12-16,"{'amount': 395.12, 'currency': 'BRL'}","{'amount': 173.83, 'currency': 'BRL'}",True
b8d8ac1f-3e4f-4163-aea9-658aca27cc08,e13812eb-974a-47bf-8eae-0f5150bdbad1,2024-12-11,"{'amount': 2546.77, 'currency': 'BRL'}","{'amount': 652.55, 'currency': 'BRL'}",True
48a6fc88-f895-4f75-84fe-238ebd178811,e13812eb-974a-47bf-8eae-0f5150bdbad1,2024-11-28,"{'amount': 1526.94, 'currency': 'BRL'}","{'amount': 347.93, 'currency': 'BRL'}",True
fb0e1759-a9d6-4d92-9859-a2d93c2d00cf,e13812eb-974a-47bf-8eae-0f5150bdbad1,2024-12-27,"{'amount': 4340.0, 'currency': 'BRL'}","{'amount': 1006.92, 'currency': 'BRL'}",True
b6d75696-b110-4b13-a31d-2b5a21f43532,e13812eb-974a-47bf-8eae-0f5150bdbad1,2024-12-04,"{'amount': 4471.0, 'currency': 'BRL'}","{'amount': 660.41, 'currency': 'BRL'}",True
80d87d3a-e5bf-483f-86d1-bc00567634aa,e13812eb-974a-47bf-8eae-0f5150bdbad1,2024-12-16,"{'amount': 4599.94, 'currency': 'BRL'}","{'amount': 1362.08, 'currency': 'BRL'}",True
b513c993-a009-467a-9395-dada406d488f,e13812eb-974a-47bf-8eae-0f5150bdbad1,2024-12-14,"{'amount': 986.82, 'currency': 'BRL'}","{'amount': 130.75, 'currency': 'BRL'}",True
4e44bcfc-2242-4d2e-911b-61669a167ab3,e13812eb-974a-47bf-8eae-0f5150bdbad1,2024-12-17,"{'amount': 2428.19, 'currency': 'BRL'}","{'amount': 377.68, 'currency': 'BRL'}",False
9cc939ec-3020-42ad-931b-8c7604aa7da3,68d4dfe8-3d72-4257-adc8-3c5183b1d6ad,2024-12-05,"{'amount': 2197.15, 'currency': 'BRL'}","{'amount': 377.5, 'currency': 'BRL'}",True
169e2344-5f00-4203-9013-dd72f06aba74,68d4dfe8-3d72-4257-adc8-3c5183b1d6ad,2024-12-06,"{'amount': 2023.44, 'currency': 'BRL'}","{'amount': 400.15, 'currency': 'BRL'}",True
4942a3ed-ca1f-4124-8cd8-54b2674c5b16,68d4dfe8-3d72-4257-adc8-3c5183b1d6ad,2024-11-30,"{'amount': 2862.47, 'currency': 'BRL'}","{'amount': 1112.6, 'currency': 'BRL'}",True
a5b441b0-023c-40fa-bd18-48d0688a2bb8,68d4dfe8-3d72-4257-adc8-3c5183b1d6ad,2024-12-04,"{'amount': 3020.23, 'currency': 'BRL'}","{'amount': 944.79, 'currency': 'BRL'}",True
27ad9f00-b8f8-4717-b1f0-d9be18d2e262,68d4dfe8-3d72-4257-adc8-3c5183b1d6ad,2024-12-14,"{'amount': 510.83, 'currency': 'BRL'}","{'amount': 245.69, 'currency': 'BRL'}",True
7291860f-e123-40cc-a65d-7f302a781a4e,68d4dfe8-3d72-4257-adc8-3c5183b1d6ad,2024-12-17,"{'amount': 2286.66, 'currency': 'BRL'}","{'amount': 528.28, 'currency': 'BRL'}",True
9d7f8d29-8e13-4bf3-b4a7-5def2b41832e,68d4dfe8-3d72-4257-adc8-3c5183b1d6ad,2024-12-19,"{'amount': 4841.08, 'currency': 'BRL'}","{'amount': 1127.81, 'currency': 'BRL'}",True
6bc59490-355b-45d6-8351-de83b656d571,68d4dfe8-3d72-4257-adc8-3c5183b1d6ad,2024-12-15,"{'amount': 4808.82, 'currency': 'BRL'}","{'amount': 1948.43, 'currency': 'BRL'}",True
379118ab-a1a3-455b-9e75-685ced8f9083,68d4dfe8-3d72-4257-adc8-3c5183b1d6ad,2024-12-07,"{'amount': 2208.66, 'currency': 'BRL'}","{'amount': 224.07, 'currency': 'BRL'}",True
11e7bc5c-7e85-4bf9-a1d6-f5b38c403b9a,68d4dfe8-3d72-4257-adc8-3c5183b1d6ad,2024-12-08,"{'amount': 571.83, 'currency': 'BRL'}","{'amount': 202.18, 'currency': 'BRL'}",True
2c1355f2-5e8b-49cd-907c-fb340d562e73,68d4dfe8-3d72-4257-adc8-3c5183b1d6ad,2024-12-15,"{'amount': 2158.61, 'currency': 'BRL'}","{'amount': 486.61, 'currency': 'BRL'}",True
41a3e77c-63b5-4430-ab49-285d8982b943,68d4dfe8-3d72-4257-adc8-3c5183b1d6ad,2024-12-25,"{'amount': 601.06, 'currency': 'BRL'}","{'amount': 242.71, 'currency': 'BRL'}",True
db5bc3c7-df13-4171-a4f1-212686b42450,8516c341-cef1-4aa3-9bb5-cf03c0478cba,2024-12-17,"{'amount': 560.05, 'currency': 'BRL'}","{'amount': 239.91, 'currency': 'BRL'}",False
aa7461e0-c85b-4a3d-bd24-f5f2ee6a9396,8516c341-cef1-4aa3-9bb5-cf03c0478cba,2024-12-30,"{'amount': 4659.44, 'currency': 'BRL'}","{'amount': 2039.27, 'currency': 'BRL'}",True
41e8d852-4361-47a4-81d3-37b7e6036a2f,8516c341-cef1-4aa3-9bb5-cf03c0478cba,2024-12-10,"{'amount': 1629.14, 'currency': 'BRL'}","{'amount': 279.7, 'currency': 'BRL'}",True
957a5e76-86b3-4c9e-8ce6-dd524f782ace,8516c341-cef1-4aa3-9bb5-cf03c0478cba,2024-12-12,"{'amount': 3957.0, 'currency': 'BRL'}","{'amount': 731.12, 'currency': 'BRL'}",False
f207d3ae-d5ee-4ff4-9da2-91207736cefe,8516c341-cef1-4aa3-9bb5-cf03c0478cba,2024-12-08,"{'amount': 4126.47, 'currency': 'BRL'}","{'amount': 1247.91, 'currency': 'BRL'}",False
5ca8eddf-eb01-43a4-8039-7ebcbd820841,8516c341-cef1-4aa3-9bb5-cf03c0478cba,2024-12-16,"{'amount': 961.78, 'currency': 'BRL'}","{'amount': 147.77, 'currency': 'BRL'}",True
56180d9f-03d6-4c21-9e31-f86ca41736fd,8516c341-cef1-4aa3-9bb5-cf03c0478cba,2024-12-30,"{'amount': 593.92, 'currency': 'BRL'}","{'amount': 282.42, 'currency': 'BRL'}",True
ed85cf48-b9ba-42c6-b5c8-d58a688fccd6,8516c341-cef1-4aa3-9bb5-cf03c0478cba,2024-12-27,"{'amount': 3593.37, 'currency': 'BRL'}","{'amount': 1378.88, 'currency': 'BRL'}",True
c4f2ee6a-570d-4416-ad4a-7dbf2527da1e,8516c341-cef1-4aa3-9bb5-cf03c0478cba,2024-12-02,"{'amount': 260.82, 'currency': 'BRL'}","{'amount': 72.63, 'currency': 'BRL'}",False
77398e1c-1ae4-4086-87a3-e4511b87eeaf,8516c341-cef1-4aa3-9bb5-cf03c0478cba,2024-12-12,"{'amount': 2467.98, 'currency': 'BRL'}","{'amount': 452.53, 'currency': 'BRL'}",False
354f4373-b178-4641-a8ae-df031137f596,8516c341-cef1-4aa3-9bb5-cf03c0478cba,2024-12-31,"{'amount': 4701.61, 'currency': 'BRL'}","{'amount': 1456.5, 'currency': 'BRL'}",True
89ec3ff2-a074-4dd7-b23c-63bd2d2dac6d,8516c341-cef1-4aa3-9bb5-cf03c0478cba,2024-11-30,"{'amount': 4397.93, 'currency': 'BRL'}","{'amount': 996.44, 'currency': 'BRL'}",True
94161c89-ff49-4c79-81ad-3dfaea919a27,ea9d0fc3-de75-43f3-adc3-6cd148e6ce20,2024-12-08,"{'amount': 3212.33, 'currency': 'BRL'}","{'amount': 908.59, 'currency': 'BRL'}",True
da694bb1-83fb-4d59-b99f-539b51670eab,ea9d0fc3-de75-43f3-adc3-6cd148e6ce20,2024-11-26,"{'amount': 659.65, 'currency': 'BRL'}","{'amount': 68.65, 'currency': 'BRL'}",True
94f16aff-7297-4b5f-84b3-66bbf5e4ddfb,ea9d0fc3-de75-43f3-adc3-6cd148e6ce20,2024-12-21,"{'amount': 1323.03, 'currency': 'BRL'}","{'amount': 404.21, 'currency': 'BRL'}",True
b4ecb667-8ada-47b4-9d13-60ff61e006fc,ea9d0fc3-de75-43f3-adc3-6cd148e6ce20,2024-12-11,"{'amount': 2847.17, 'currency': 'BRL'}","{'amount': 350.58, 'currency': 'BRL'}",True
d3577d24-3eb4-4285-947e-63c1696d5642,ea9d0fc3-de75-43f3-adc3-6cd148e6ce20,2024-12-07,"{'amount': 3453.5, 'currency': 'BRL'}","{'amount': 1099.56, 'currency': 'BRL'}",True
ff1ddc9d-045f-46d5-8f1a-7bccb56997b2,ea9d0fc3-de75-43f3-adc3-6cd148e6ce20,2024-12-03,"{'amount': 3385.09, 'currency': 'BRL'}","{'amount': 1016.94, 'currency': 'BRL'}",True
182127c7-81b4-43a3-a73a-cf9f70425485,ea9d0fc3-de75-43f3-adc3-6cd148e6ce20,2024-11-27,"{'amount': 1183.44, 'currency': 'BRL'}","{'amount': 535.79, 'currency': 'BRL'}",True
974f41c5-9044-45c2-b4dc-c49ee55fa666,ea9d0fc3-de75-43f3-adc3-6cd148e6ce20,2024-12-29,"{'amount': 2060.07, 'currency': 'BRL'}","{'amount': 1002.93, 'currency': 'BRL'}",True
85d4ae98-de79-40c6-85ac-fa3a027e2a3a,ea9d0fc3-de75-43f3-adc3-6cd148e6ce20,2024-12-28,"{'amount': 4977.64, 'currency': 'BRL'}","{'amount': 1338.94, 'currency': 'BRL'}",True
a95accaa-f998-41b0-b26a-b8af46e40c4b,ea9d0fc3-de75-43f3-adc3-6cd148e6ce20,2024-12-28,"{'amount': 4600.83, 'currency': 'BRL'}","{'amount': 554.27, 'currency': 'BRL'}",True
2cd150fd-b28c-4b44-aab6-0fdb171d3746,ea9d0fc3-de75-43f3-adc3-6cd148e6ce20,2024-12-13,"{'amount': 1136.49, 'currency': 'BRL'}","{'amount': 223.56, 'currency': 'BRL'}",False
c083840f-ef70-443c-93c1-9dd9e97af554,ea9d0fc3-de75-43f3-adc3-6cd148e6ce20,2024-12-09,"{'amount': 994.86, 'currency': 'BRL'}","{'amount': 178.04, 'currency': 'BRL'}",True
e33a03c3-dcf1-4c64-8b57-8b12faa0d342,4d1edee6-e9e9-40c5-b941-cc14d19d55d8,2024-11-30,"{'amount': 3826.07, 'currency': 'BRL'}","{'amount': 1613.58, 'currency': 'BRL'}",True
f1acb7e8-442c-4c7d-9e56-6d1b375ec249,4d1edee6-e9e9-40c5-b941-cc14d19d55d8,2024-12-23,"{'amount': 2134.35, 'currency': 'BRL'}","{'amount': 490.31, 'currency': 'BRL'}",True
5ee5eb68-0c13-4eae-a656-deb5fe67061e,4d1edee6-e9e9-40c5-b941-cc14d19d55d8,2024-12-03,"{'amount': 551.63, 'currency': 'BRL'}","{'amount': 106.91, 'currency': 'BRL'}",True
9a0d55b2-a0ca-4390-b944-8fb277fe6ef2,4d1edee6-e9e9-40c5-b941-cc14d19d55d8,2024-12-10,"{'amount': 1452.02, 'currency': 'BRL'}","{'amount': 260.93, 'currency': 'BRL'}",True
1344b3be-1234-4a0b-b0b6-fc8b73d2d7e9,4d1edee6-e9e9-40c5-b941-cc14d19d55d8,2024-12-24,"{'amount': 1273.9, 'currency': 'BRL'}","{'amount': 178.18, 'currency': 'BRL'}",True
79aa7de6-e6e5-49ec-af2c-86c4a5e2fe45,4d1edee6-e9e9-40c5-b941-cc14d19d55d8,2024-12-25,"{'amount': 2666.06, 'currency': 'BRL'}","{'amount': 996.02, 'currency': 'BRL'}",True
606cba22-10e5-4f60-98c3-927a2d3fa781,4d1edee6-e9e9-40c5-b941-cc14d19d55d8,2024-12-05,"{'amount': 2250.86, 'currency': 'BRL'}","{'amount': 258.81, 'currency': 'BRL'}",True
2773dab4-2116-4a26-80af-4a0e0cc75d1e,4d1edee6-e9e9-40c5-b941-cc14d19d55d8,2024-12-01,"{'amount': 4629.58, 'currency': 'BRL'}","{'amount': 1052.96, 'currency': 'BRL'}",True
375f7b36-ac26-4781-b7ca-5e7ad38444a8,4d1edee6-e9e9-40c5-b941-cc14d19d55d8,2024-12-30,"{'amount': 1758.07, 'currency': 'BRL'}","{'amount': 657.8, 'currency': 'BRL'}",True
01f3f1d8-c17c-4d72-b55c-0e4bc4fe1954,4d1edee6-e9e9-40c5-b941-cc14d19d55d8,2024-12-08,"{'amount': 3591.12, 'currency': 'BRL'}","{'amount': 655.52, 'currency': 'BRL'}",True
71788b3b-f469-4095-8233-2338dcd40b5c,4d1edee6-e9e9-40c5-b941-cc14d19d55d8,2024-12-15,"{'amount': 847.15, 'currency': 'BRL'}","{'amount': 409.73, 'currency': 'BRL'}",True
e196c8af-5a3e-487e-94ca-ad1f8b072e9b,4d1edee6-e9e9-40c5-b941-cc14d19d55d8,2024-12-30,"{'amount': 4630.63, 'currency': 'BRL'}","{'amount': 804.05, 'currency': 'BRL'}",True
6d725308-ca8f-4f0c-a4d0-dcc39f1ac1a1,4b00eabd-3ded-4149-95fd-eb5091c7211f,2024-12-25,"{'amount': 1390.08, 'currency': 'BRL'}","{'amount': 591.27, 'currency': 'BRL'}",False
67b274f5-d578-4ed9-ac5f-ba7078bac512,4b00eabd-3ded-4149-95fd-eb5091c7211f,2024-12-15,"{'amount': 3728.94, 'currency': 'BRL'}","{'amount': 1830.51, 'currency': 'BRL'}",True
4ca24c03-b0d9-484d-8c94-d7d2a33e6e51,4b00eabd-3ded-4149-95fd-eb5091c7211f,2024-12-25,"{'amount': 1015.72, 'currency': 'BRL'}","{'amount': 152.34, 'currency': 'BRL'}",True
ffdec991-dd62-42fd-961c-05e2bdabcf61,4b00eabd-3ded-4149-95fd-eb5091c7211f,2024-12-01,"{'amount': 4980.43, 'currency': 'BRL'}","{'amount': 1723.68, 'currency': 'BRL'}",True
81ac78f9-c0e6-4196-a127-2ff4068f28c6,4b00eabd-3ded-4149-95fd-eb5091c7211f,2024-12-27,"{'amount': 4108.85, 'currency': 'BRL'}","{'amount': 711.86, 'currency': 'BRL'}",True
b0c3e4c7-7cbe-498f-ae68-6e3677eb4438,4b00eabd-3ded-4149-95fd-eb5091c7211f,2024-11-27,"{'amount': 3851.5, 'currency': 'BRL'}","{'amount': 1484.62, 'currency': 'BRL'}",True
83de11bd-069d-45f1-9b69-1e919517d640,4b00eabd-3ded-4149-95fd-eb5091c7211f,2024-12-01,"{'amount': 1043.07, 'currency': 'BRL'}","{'amount': 119.85, 'currency': 'BRL'}",True
0fa869e6-7f29-4024-a3e1-5f7b7ccf7f87,4b00eabd-3ded-4149-95fd-eb5091c7211f,2024-11-30,"{'amount': 117.03, 'currency': 'BRL'}","{'amount': 29.7, 'currency': 'BRL'}",True
19919183-ca75-4619-852a-64a7a1efb066,4b00eabd-3ded-4149-95fd-eb5091c7211f,2024-12-30,"{'amount': 2672.29, 'currency': 'BRL'}","{'amount': 1280.99, 'currency': 'BRL'}",True
1f2ed635-8db5-4c57-bf9d-8be9ba5adf82,4b00eabd-3ded-4149-95fd-eb5091c7211f,2024-11-26,"{'amount': 1347.21, 'currency': 'BRL'}","{'amount': 530.5, 'currency': 'BRL'}",True
be6fd6a4-9191-40d9-9fa4-16328b0b73c2,4b00eabd-3ded-4149-95fd-eb5091c7211f,2024-12-04,"{'amount': 3534.42, 'currency': 'BRL'}","{'amount': 513.18, 'currency': 'BRL'}",True
ac7f2fb1-d8f4-4af9-8067-94a2a151a026,4b00eabd-3ded-4149-95fd-eb5091c7211f,2024-11-28,"{'amount': 1943.37, 'currency': 'BRL'}","{'amount': 401.09, 'currency': 'BRL'}",False
a0697c34-3d4f-427c-9944-d37e7e96e799,4fcd8cd6-b2b4-4da3-93db-32cb5f9f3d2d,2024-12-24,"{'amount': 3699.41, 'currency': 'BRL'}","{'amount': 992.92, 'currency': 'BRL'}",True
d330117b-7bfd-4024-8f27-c69f2155c5f3,4fcd8cd6-b2b4-4da3-93db-32cb5f9f3d2d,2024-12-23,"{'amount': 4065.01, 'currency': 'BRL'}","{'amount': 1644.57, 'currency': 'BRL'}",True
21d293d3-b6d4-49fb-a1f8-156d696c1874,4fcd8cd6-b2b4-4da3-93db-32cb5f9f3d2d,2024-12-17,"{'amount': 4940.44, 'currency': 'BRL'}","{'amount': 1960.49, 'currency': 'BRL'}",True
2b6e3ce5-8bae-4fe6-9ae2-640bc3d3ef66,4fcd8cd6-b2b4-4da3-93db-32cb5f9f3d2d,2024-12-10,"{'amount': 4663.95, 'currency': 'BRL'}","{'amount': 1464.75, 'currency': 'BRL'}",True
3c9a5ad6-b3b4-498e-b23c-42b7e6f2e8b5,4fcd8cd6-b2b4-4da3-93db-32cb5f9f3d2d,2024-12-02,"{'amount': 4664.16, 'currency': 'BRL'}","{'amount': 525.96, 'currency': 'BRL'}",True
65e4937f-85e0-4a2d-9954-132f16710e2f,4fcd8cd6-b2b4-4da3-93db-32cb5f9f3d2d,2024-12-03,"{'amount': 4687.91, 'currency': 'BRL'}","{'amount': 1565.52, 'currency': 'BRL'}",True
22f40197-322f-46f4-a682-8c838ae40229,4fcd8cd6-b2b4-4da3-93db-32cb5f9f3d2d,2024-12-17,"{'amount': 3051.03, 'currency': 'BRL'}","{'amount': 775.37, 'currency': 'BRL'}",True
55f85535-937f-4cb1-abbf-d09a87796f6b,4fcd8cd6-b2b4-4da3-93db-32cb5f9f3d2d,2024-12-22,"{'amount': 2038.6, 'currency': 'BRL'}","{'amount': 215.03, 'currency': 'BRL'}",True
183717aa-bb3d-4bfe-ae81-e77aebdd7b09,4fcd8cd6-b2b4-4da3-93db-32cb5f9f3d2d,2024-12-03,"{'amount': 4771.62, 'currency': 'BRL'}","{'amount': 1635.72, 'currency': 'BRL'}",True
eeacaee0-f00c-44cf-b285-efd864395326,4fcd8cd6-b2b4-4da3-93db-32cb5f9f3d2d,2024-12-27,"{'amount': 2289.11, 'currency': 'BRL'}","{'amount': 507.43, 'currency': 'BRL'}",True
45ba345a-49ce-4825-8032-393a9319d6c1,4fcd8cd6-b2b4-4da3-93db-32cb5f9f3d2d,2024-12-19,"{'amount': 3136.86, 'currency': 'BRL'}","{'amount': 1165.49, 'currency': 'BRL'}",True
1245e891-81d0-4210-b1d0-bb6b334f8c70,4fcd8cd6-b2b4-4da3-93db-32cb5f9f3d2d,2024-12-08,"{'amount': 1646.38, 'currency': 'BRL'}","{'amount': 788.29, 'currency': 'BRL'}",True
8c5d3244-48e0-4689-a5df-472c6ce23bfc,4af6061d-f8d1-4e43-8145-48ad895bb84e,2024-11-30,"{'amount': 2980.21, 'currency': 'BRL'}","{'amount': 1471.58, 'currency': 'BRL'}",True
f2458940-5d5f-45ca-ade3-450c5d971441,4af6061d-f8d1-4e43-8145-48ad895bb84e,2024-11-27,"{'amount': 3671.35, 'currency': 'BRL'}","{'amount': 605.17, 'currency': 'BRL'}",True
18c69d54-10e0-4f21-963f-a70309b991a2,4af6061d-f8d1-4e43-8145-48ad895bb84e,2024-12-23,"{'amount': 411.82, 'currency': 'BRL'}","{'amount': 90.01, 'currency': 'BRL'}",True
97c2dc49-5aad-4e1f-95a0-157fb46826fd,4af6061d-f8d1-4e43-8145-48ad895bb84e,2024-12-31,"{'amount': 1431.31, 'currency': 'BRL'}","{'amount': 543.01, 'currency': 'BRL'}",True
54604d4a-80bd-4501-9f35-13f99d17286e,4af6061d-f8d1-4e43-8145-48ad895bb84e,2024-11-29,"{'amount': 2967.39, 'currency': 'BRL'}","{'amount': 1370.33, 'currency': 'BRL'}",True
2d4be394-914f-43ab-93ba-fbb735c181c5,4af6061d-f8d1-4e43-8145-48ad895bb84e,2024-12-24,"{'amount': 2446.64, 'currency': 'BRL'}","{'amount': 793.75, 'currency': 'BRL'}",True
499460e3-37fb-4d46-b9bd-091bb750382f,4af6061d-f8d1-4e43-8145-48ad895bb84e,2024-12-26,"{'amount': 2318.5, 'currency': 'BRL'}","{'amount': 1031.27, 'currency': 'BRL'}",True
4da193d2-df94-48dd-b0ea-0048295bf39b,4af6061d-f8d1-4e43-8145-48ad895bb84e,2024-12-20,"{'amount': 2222.08, 'currency': 'BRL'}","{'amount': 861.45, 'currency': 'BRL'}",True
09b17d62-a8aa-4ea8-8075-d5c0d87df96d,4af6061d-f8d1-4e43-8145-48ad895bb84e,2024-12-10,"{'amount': 3307.3, 'currency': 'BRL'}","{'amount': 1557.03, 'currency': 'BRL'}",True
b286675a-21a4-4acb-b812-2bb44a52abb4,4af6061d-f8d1-4e43-8145-48ad895bb84e,2024-12-20,"{'amount': 2404.12, 'currency': 'BRL'}","{'amount': 623.26, 'currency': 'BRL'}",True
64a6ae04-ac31-4188-ac3d-63b41df4ac4b,4af6061d-f8d1-4e43-8145-48ad895bb84e,2024-11-26,"{'amount': 3882.56, 'currency': 'BRL'}","{'amount': 1100.39, 'currency': 'BRL'}",True
8a8ac199-c5c4-4535-b31c-c2881aac4d5c,4af6061d-f8d1-4e43-8145-48ad895bb84e,2024-11-27,"{'amount': 1069.89, 'currency': 'BRL'}","{'amount': 134.97, 'currency': 'BRL'}",True
11b8373c-fda1-4c48-a5ee-92ddd9e2e89a,9ca592c0-b9e6-4b28-b08f-ec24916ce806,2024-12-07,"{'amount': 2673.89, 'currency': 'BRL'}","{'amount': 771.97, 'currency': 'BRL'}",True
ed4ff651-264b-452b-89dd-f514ff61c7ab,9ca592c0-b9e6-4b28-b08f-ec24916ce806,2024-12-11,"{'amount': 1159.48, 'currency': 'BRL'}","{'amount': 182.05, 'currency': 'BRL'}",True
86e9ec9e-905e-46cb-929e-632894604a2c,9ca592c0-b9e6-4b28-b08f-ec24916ce806,2024-12-27,"{'amount': 2138.43, 'currency': 'BRL'}","{'amount': 682.4, 'currency': 'BRL'}",True
86fb82bb-e574-48e8-8c60-ae01ce170237,9ca592c0-b9e6-4b28-b08f-ec24916ce806,2024-12-21,"{'amount': 4659.68, 'currency': 'BRL'}","{'amount': 804.52, 'currency': 'BRL'}",True
d1e0a9de-5d7f-4922-8f28-bb023114ae86,9ca592c0-b9e6-4b28-b08f-ec24916ce806,2024-12-31,"{'amount': 625.75, 'currency': 'BRL'}","{'amount': 132.15, 'currency': 'BRL'}",True
c08a68e8-33c3-4594-9319-1e2766a34ebb,9ca592c0-b9e6-4b28-b08f-ec24916ce806,2024-12-15,"{'amount': 3216.31, 'currency': 'BRL'}","{'amount': 557.82, 'currency': 'BRL'}",False
a08a71a1-b18f-4dd3-bf98-bde4550a9870,9ca592c0-b9e6-4b28-b08f-ec24916ce806,2024-12-18,"{'amount': 2689.56, 'currency': 'BRL'}","{'amount': 563.74, 'currency': 'BRL'}",True
96dcf15f-a6ae-4237-ad41-8c519107344c,9ca592c0-b9e6-4b28-b08f-ec24916ce806,2024-11-29,"{'amount': 3530.19, 'currency': 'BRL'}","{'amount': 1602.39, 'currency': 'BRL'}",True
72f1b550-ceee-4c38-9c1c-25ffe428ea6f,9ca592c0-b9e6-4b28-b08f-ec24916ce806,2024-12-14,"{'amount': 3060.16, 'currency': 'BRL'}","{'amount': 1353.2, 'currency': 'BRL'}",True
48a0df79-9921-4ce4-984d-ab264b6c351d,9ca592c0-b9e6-4b28-b08f-ec24916ce806,2024-12-07,"{'amount': 1559.47, 'currency': 'BRL'}","{'amount': 420.94, 'currency': 'BRL'}",True
1978dccb-f8ce-44a0-935a-68aaf4433c9b,9ca592c0-b9e6-4b28-b08f-ec24916ce806,2024-12-16,"{'amount': 918.41, 'currency': 'BRL'}","{'amount': 439.12, 'currency': 'BRL'}",False
f1be93e3-2cb1-4c4c-8c46-89a12e7456d6,9ca592c0-b9e6-4b28-b08f-ec24916ce806,2024-11-26,"{'amount': 271.31, 'currency': 'BRL'}","{'amount': 93.76, 'currency': 'BRL'}",True
938ed0e0-b6c2-46c9-924a-62c2b726e77a,b8529c84-c254-4012-b2b2-f13c7eb84aa5,2024-12-22,"{'amount': 1038.6, 'currency': 'BRL'}","{'amount': 339.36, 'currency': 'BRL'}",True
0b8d9200-44b5-43ce-a4ad-b3e1bb9f6c7a,b8529c84-c254-4012-b2b2-f13c7eb84aa5,2024-12-20,"{'amount': 2038.37, 'currency': 'BRL'}","{'amount': 881.97, 'currency': 'BRL'}",True
18ded481-03ca-4ba7-ab1e-0855b8e81a24,b8529c84-c254-4012-b2b2-f13c7eb84aa5,2024-12-12,"{'amount': 3372.97, 'currency': 'BRL'}","{'amount': 609.29, 'currency': 'BRL'}",True
c8ddbea4-ae3a-4c96-b2ef-f10afeec1a22,b8529c84-c254-4012-b2b2-f13c7eb84aa5,2024-12-10,"{'amount': 4890.12, 'currency': 'BRL'}","{'amount': 551.13, 'currency': 'BRL'}",True
ed05311c-4bd6-407e-ba03-cc05540aec11,b8529c84-c254-4012-b2b2-f13c7eb84aa5,2024-12-07,"{'amount': 2128.78, 'currency': 'BRL'}","{'amount': 1019.03, 'currency': 'BRL'}",True
776d7f1b-133f-4547-bab8-c84da11c65bb,b8529c84-c254-4012-b2b2-f13c7eb84aa5,2024-12-13,"{'amount': 2785.73, 'currency': 'BRL'}","{'amount': 1040.5, 'currency': 'BRL'}",True
3692b2a6-1348-45e8-be9f-a9fa9478f0bf,b8529c84-c254-4012-b2b2-f13c7eb84aa5,2024-12-21,"{'amount': 237.92, 'currency': 'BRL'}","{'amount': 96.75, 'currency': 'BRL'}",True
b14a161e-a7f6-4662-a391-b263872bbe08,b8529c84-c254-4012-b2b2-f13c7eb84aa5,2024-12-10,"{'amount': 3441.81, 'currency': 'BRL'}","{'amount': 1155.73, 'currency': 'BRL'}",True
8cd60559-2f79-4c1b-b37e-70624f941f3e,b8529c84-c254-4012-b2b2-f13c7eb84aa5,2024-12-19,"{'amount': 2923.07, 'currency': 'BRL'}","{'amount': 1261.59, 'currency': 'BRL'}",True
abcdbb0f-db60-495b-855f-19a437da68d3,b8529c84-c254-4012-b2b2-f13c7eb84aa5,2024-12-27,"{'amount': 4998.87, 'currency': 'BRL'}","{'amount': 1555.48, 'currency': 'BRL'}",True
6c58cf25-46fa-4f80-b27b-c5f8c9035f1f,b8529c84-c254-4012-b2b2-f13c7eb84aa5,2024-11-29,"{'amount': 4828.49, 'currency': 'BRL'}","{'amount': 1148.14, 'currency': 'BRL'}",True
2e40b6ba-e1ce-45e7-a42a-ec62ad79d723,b8529c84-c254-4012-b2b2-f13c7eb84aa5,2024-12-11,"{'amount': 1226.91, 'currency': 'BRL'}","{'amount': 401.49, 'currency': 'BRL'}",True
a942d3ae-e203-4747-b50c-c1e4cf7e3da8,d77b55a2-5323-4e24-b54a-0b5436420c28,2024-12-18,"{'amount': 3286.04, 'currency': 'BRL'}","{'amount': 1124.42, 'currency': 'BRL'}",True
b712f74e-810f-4407-8ed5-8bdebb815ea4,d77b55a2-5323-4e24-b54a-0b5436420c28,2024-12-05,"{'amount': 4512.63, 'currency': 'BRL'}","{'amount': 592.45, 'currency': 'BRL'}",True
6e192958-4722-4bb5-8dc0-f352888aac1b,d77b55a2-5323-4e24-b54a-0b5436420c28,2024-12-25,"{'amount': 3196.67, 'currency': 'BRL'}","{'amount': 418.06, 'currency': 'BRL'}",True
