accountId,creditLineLimitType,limitAmount,usedAmount,availableAmount
0533bbe2-db20-46a4-8a5c-5140647a5592,LIMITE_CREDITO_TOTAL,"{'amount': 2181.96, 'currency': 'BRL'}","{'amount': 708.7, 'currency': 'BRL'}","{'amount': 1473.26, 'currency': 'BRL'}"
1ae32dba-f796-48f3-9229-46e8e8978f81,LIMITE_CREDITO_TOTAL,"{'amount': 992.93, 'currency': 'BRL'}","{'amount': 56.85, 'currency': 'BRL'}","{'amount': 936.0799999999999, 'currency': 'BRL'}"
f795e225-c791-43e7-9aa2-5ea048da1a1d,LIMITE_CREDITO_TOTAL,"{'amount': 1184.43, 'currency': 'BRL'}","{'amount': 808.03, 'currency': 'BRL'}","{'amount': 376.4000000000001, 'currency': 'BRL'}"
d0dbb62e-13ff-429b-aa4c-1728b5b99731,LIMITE_CREDITO_TOTAL,"{'amount': 13929.14, 'currency': 'BRL'}","{'amount': 1696.9, 'currency': 'BRL'}","{'amount': 12232.24, 'currency': 'BRL'}"
e5014ced-d55a-4790-b68a-0ca4f141cd3c,LIMITE_CREDITO_TOTAL,"{'amount': 4580.05, 'currency': 'BRL'}","{'amount': 1132.6, 'currency': 'BRL'}","{'amount': 3447.4500000000003, 'currency': 'BRL'}"
7ee4b419-5948-490b-9d1a-b59f63272e8e,LIMITE_CREDITO_TOTAL,"{'amount': 75676.61, 'currency': 'BRL'}","{'amount': 32864.68, 'currency': 'BRL'}","{'amount': 42811.93, 'currency': 'BRL'}"
2fc0cf90-a03e-49eb-9056-5275e895ab99,LIMITE_CREDITO_TOTAL,"{'amount': 939.04, 'currency': 'BRL'}","{'amount': 586.1, 'currency': 'BRL'}","{'amount': 352.93999999999994, 'currency': 'BRL'}"
2226ea17-d6f2-491d-92de-c14d827734a1,LIMITE_CREDITO_TOTAL,"{'amount': 17474.69, 'currency': 'BRL'}","{'amount': 11507.45, 'currency': 'BRL'}","{'amount': 5967.239999999998, 'currency': 'BRL'}"
7f095b56-cbd0-438f-a839-46cbb97dbf99,LIMITE_CREDITO_TOTAL,"{'amount': 2510.91, 'currency': 'BRL'}","{'amount': 1073.95, 'currency': 'BRL'}","{'amount': 1436.9599999999998, 'currency': 'BRL'}"
e3b7fe8f-d347-45c1-905b-b4f5a5821d72,LIMITE_CREDITO_TOTAL,"{'amount': 297.78, 'currency': 'BRL'}","{'amount': 230.75, 'currency': 'BRL'}","{'amount': 67.02999999999997, 'currency': 'BRL'}"
6970532d-b8d3-4a49-9529-77e2c2156d14,LIMITE_CREDITO_TOTAL,"{'amount': 1623.04, 'currency': 'BRL'}","{'amount': 764.99, 'currency': 'BRL'}","{'amount': 858.05, 'currency': 'BRL'}"
faac0898-b243-4cb8-b52e-079df1d0d08b,LIMITE_CREDITO_TOTAL,"{'amount': 638.98, 'currency': 'BRL'}","{'amount': 267.78, 'currency': 'BRL'}","{'amount': 371.20000000000005, 'currency': 'BRL'}"
aa864a38-eab3-4431-a944-07528e70d062,LIMITE_CREDITO_TOTAL,"{'amount': 8214.52, 'currency': 'BRL'}","{'amount': 6226.38, 'currency': 'BRL'}","{'amount': 1988.1400000000003, 'currency': 'BRL'}"
4af35e5f-8cf8-47e8-94fa-e9a7742cd0f5,LIMITE_CREDITO_TOTAL,"{'amount': 2632.75, 'currency': 'BRL'}","{'amount': 507.58, 'currency': 'BRL'}","{'amount': 2125.17, 'currency': 'BRL'}"
63b8de6c-cc23-4f3a-aacc-9a7798e33d5c,LIMITE_CREDITO_TOTAL,"{'amount': 62422.26, 'currency': 'BRL'}","{'amount': 44147.24, 'currency': 'BRL'}","{'amount': 18275.020000000004, 'currency': 'BRL'}"
53939506-3eeb-4466-95f2-465147dac9cb,LIMITE_CREDITO_TOTAL,"{'amount': 2355.57, 'currency': 'BRL'}","{'amount': 2109.79, 'currency': 'BRL'}","{'amount': 245.7800000000002, 'currency': 'BRL'}"
3dcf5ac0-9aa4-48d6-9d06-75a3e306ef83,LIMITE_CREDITO_TOTAL,"{'amount': 81893.88, 'currency': 'BRL'}","{'amount': 17152.92, 'currency': 'BRL'}","{'amount': 64740.96000000001, 'currency': 'BRL'}"
2067e7b8-3cc0-40ff-9b34-3fa2dd109cec,LIMITE_CREDITO_TOTAL,"{'amount': 45171.49, 'currency': 'BRL'}","{'amount': 38919.86, 'currency': 'BRL'}","{'amount': 6251.629999999997, 'currency': 'BRL'}"
62ed0779-95c2-4d69-b659-ad48f19bd4c4,LIMITE_CREDITO_TOTAL,"{'amount': 1469.49, 'currency': 'BRL'}","{'amount': 874.78, 'currency': 'BRL'}","{'amount': 594.71, 'currency': 'BRL'}"
861fac19-6b4d-4525-b741-b78c02d88d1f,LIMITE_CREDITO_TOTAL,"{'amount': 3190.51, 'currency': 'BRL'}","{'amount': 3127.96, 'currency': 'BRL'}","{'amount': 62.55000000000018, 'currency': 'BRL'}"
424807aa-7b32-4df4-bd42-e39b068ef0ff,LIMITE_CREDITO_TOTAL,"{'amount': 28592.14, 'currency': 'BRL'}","{'amount': 22697.74, 'currency': 'BRL'}","{'amount': 5894.399999999998, 'currency': 'BRL'}"
280a17fb-c18c-4be8-b335-4cf95c28d81e,LIMITE_CREDITO_TOTAL,"{'amount': 1961.63, 'currency': 'BRL'}","{'amount': 1277.64, 'currency': 'BRL'}","{'amount': 683.99, 'currency': 'BRL'}"
e0d8ea40-fc34-44ad-a63c-2ba3dc6b4b07,LIMITE_CREDITO_TOTAL,"{'amount': 13567.06, 'currency': 'BRL'}","{'amount': 4132.18, 'currency': 'BRL'}","{'amount': 9434.88, 'currency': 'BRL'}"
76c85b22-1c1a-4a9e-9782-5ba99f866448,LIMITE_CREDITO_TOTAL,"{'amount': 438.95, 'currency': 'BRL'}","{'amount': 42.2, 'currency': 'BRL'}","{'amount': 396.75, 'currency': 'BRL'}"
4ae54396-5a42-44e3-81ee-6a4160041620,LIMITE_CREDITO_TOTAL,"{'amount': 1922.96, 'currency': 'BRL'}","{'amount': 23.94, 'currency': 'BRL'}","{'amount': 1899.02, 'currency': 'BRL'}"
a4f08653-fd44-48ee-9a53-f41e658317de,LIMITE_CREDITO_TOTAL,"{'amount': 2814.77, 'currency': 'BRL'}","{'amount': 2488.79, 'currency': 'BRL'}","{'amount': 325.98, 'currency': 'BRL'}"
f203d032-0d0f-47b8-a9f4-f59fb7b05e96,LIMITE_CREDITO_TOTAL,"{'amount': 2529.67, 'currency': 'BRL'}","{'amount': 2474.65, 'currency': 'BRL'}","{'amount': 55.01999999999998, 'currency': 'BRL'}"
b1184464-d4e7-45e2-a815-02cbfa726e6c,LIMITE_CREDITO_TOTAL,"{'amount': 919.37, 'currency': 'BRL'}","{'amount': 702.85, 'currency': 'BRL'}","{'amount': 216.51999999999998, 'currency': 'BRL'}"
8fda3319-08de-4802-91ab-1fb6aa8cee51,LIMITE_CREDITO_TOTAL,"{'amount': 1348.48, 'currency': 'BRL'}","{'amount': 623.2, 'currency': 'BRL'}","{'amount': 725.28, 'currency': 'BRL'}"
a40435fe-43b9-4a27-ba0e-339db69467b6,LIMITE_CREDITO_TOTAL,"{'amount': 23608.33, 'currency': 'BRL'}","{'amount': 619.54, 'currency': 'BRL'}","{'amount': 22988.79, 'currency': 'BRL'}"
290a3bfb-3290-4780-bfb7-4bd8e05821f0,LIMITE_CREDITO_TOTAL,"{'amount': 1792.5, 'currency': 'BRL'}","{'amount': 724.05, 'currency': 'BRL'}","{'amount': 1068.45, 'currency': 'BRL'}"
e5657669-e52c-4ecd-83bb-6b43aadfe469,LIMITE_CREDITO_TOTAL,"{'amount': 801.36, 'currency': 'BRL'}","{'amount': 491.25, 'currency': 'BRL'}","{'amount': 310.11, 'currency': 'BRL'}"
8d131a20-ccda-4132-a9b8-cb2910a512b0,LIMITE_CREDITO_TOTAL,"{'amount': 154.3, 'currency': 'BRL'}","{'amount': 69.86, 'currency': 'BRL'}","{'amount': 84.44000000000001, 'currency': 'BRL'}"
f666701c-b93d-4b38-aee7-dd6600008567,LIMITE_CREDITO_TOTAL,"{'amount': 991.79, 'currency': 'BRL'}","{'amount': 984.75, 'currency': 'BRL'}","{'amount': 7.039999999999964, 'currency': 'BRL'}"
5d8323a6-aa70-4a8d-a6e7-b9cd4dfa48b6,LIMITE_CREDITO_TOTAL,"{'amount': 758.78, 'currency': 'BRL'}","{'amount': 83.76, 'currency': 'BRL'}","{'amount': 675.02, 'currency': 'BRL'}"
827f8382-2641-4ec7-a8c9-78d548133915,LIMITE_CREDITO_TOTAL,"{'amount': 12830.92, 'currency': 'BRL'}","{'amount': 1308.94, 'currency': 'BRL'}","{'amount': 11521.98, 'currency': 'BRL'}"
0062968a-e10f-40c7-a8fe-45d3b68e73f3,LIMITE_CREDITO_TOTAL,"{'amount': 5379.75, 'currency': 'BRL'}","{'amount': 2554.9, 'currency': 'BRL'}","{'amount': 2824.85, 'currency': 'BRL'}"
52635efb-b599-4366-8bca-9a7e9a63057c,LIMITE_CREDITO_TOTAL,"{'amount': 937.6, 'currency': 'BRL'}","{'amount': 803.87, 'currency': 'BRL'}","{'amount': 133.73000000000002, 'currency': 'BRL'}"
14cf04e1-cf35-4faa-82aa-a34363cec654,LIMITE_CREDITO_TOTAL,"{'amount': 7700.8, 'currency': 'BRL'}","{'amount': 6967.05, 'currency': 'BRL'}","{'amount': 733.75, 'currency': 'BRL'}"
0d0514e3-fd04-42e0-9cd2-2ab50ae950b0,LIMITE_CREDITO_TOTAL,"{'amount': 2628.97, 'currency': 'BRL'}","{'amount': 1416.72, 'currency': 'BRL'}","{'amount': 1212.2499999999998, 'currency': 'BRL'}"
78c6bd91-0759-43ed-a5d4-d6b51cd27dcd,LIMITE_CREDITO_TOTAL,"{'amount': 5897.04, 'currency': 'BRL'}","{'amount': 5819.12, 'currency': 'BRL'}","{'amount': 77.92000000000007, 'currency': 'BRL'}"
b8c94cb5-757b-48e1-a00e-425b93b7cbae,LIMITE_CREDITO_TOTAL,"{'amount': 98961.89, 'currency': 'BRL'}","{'amount': 50668.12, 'currency': 'BRL'}","{'amount': 48293.77, 'currency': 'BRL'}"
0db44dd3-d35a-408a-bfc7-a7909cad6f8c,LIMITE_CREDITO_TOTAL,"{'amount': 4316.0, 'currency': 'BRL'}","{'amount': 1728.78, 'currency': 'BRL'}","{'amount': 2587.2200000000003, 'currency': 'BRL'}"
5074a335-019e-4b44-b8f2-8b45de35b0ce,LIMITE_CREDITO_TOTAL,"{'amount': 2865.47, 'currency': 'BRL'}","{'amount': 2094.35, 'currency': 'BRL'}","{'amount': 771.1199999999999, 'currency': 'BRL'}"
50618078-4892-42ad-89e4-70362a9675f2,LIMITE_CREDITO_TOTAL,"{'amount': 4208.42, 'currency': 'BRL'}","{'amount': 2874.38, 'currency': 'BRL'}","{'amount': 1334.04, 'currency': 'BRL'}"
2a484d0f-5d83-4a13-a0f4-cb8d1598fc67,LIMITE_CREDITO_TOTAL,"{'amount': 2458.68, 'currency': 'BRL'}","{'amount': 542.52, 'currency': 'BRL'}","{'amount': 1916.1599999999999, 'currency': 'BRL'}"
b6139481-e608-4a36-951c-ca4b8b149d8a,LIMITE_CREDITO_TOTAL,"{'amount': 14027.15, 'currency': 'BRL'}","{'amount': 12233.55, 'currency': 'BRL'}","{'amount': 1793.6000000000004, 'currency': 'BRL'}"
6ca2b308-a92f-4a8b-9ee0-7f6927321bc5,LIMITE_CREDITO_TOTAL,"{'amount': 205.46, 'currency': 'BRL'}","{'amount': 156.0, 'currency': 'BRL'}","{'amount': 49.46000000000001, 'currency': 'BRL'}"
500a8dca-90fb-4b64-9b25-ad3bfb447983,LIMITE_CREDITO_TOTAL,"{'amount': 74010.54, 'currency': 'BRL'}","{'amount': 68985.32, 'currency': 'BRL'}","{'amount': 5025.219999999987, 'currency': 'BRL'}"
a857a0c7-3b92-46f3-922d-8d6aad5d7f0c,LIMITE_CREDITO_TOTAL,"{'amount': 72118.21, 'currency': 'BRL'}","{'amount': 4060.19, 'currency': 'BRL'}","{'amount': 68058.02, 'currency': 'BRL'}"
d9f42c8a-93dc-4d0e-8575-33ba6e6423fc,LIMITE_CREDITO_TOTAL,"{'amount': 42914.05, 'currency': 'BRL'}","{'amount': 29404.5, 'currency': 'BRL'}","{'amount': 13509.550000000003, 'currency': 'BRL'}"
464f6207-a73a-4c7c-a5c9-55fe6b6e984c,LIMITE_CREDITO_TOTAL,"{'amount': 11117.42, 'currency': 'BRL'}","{'amount': 9192.01, 'currency': 'BRL'}","{'amount': 1925.4099999999999, 'currency': 'BRL'}"
c6779fa1-44c5-4c0e-b9bc-98acdcc8a707,LIMITE_CREDITO_TOTAL,"{'amount': 24308.93, 'currency': 'BRL'}","{'amount': 15294.87, 'currency': 'BRL'}","{'amount': 9014.06, 'currency': 'BRL'}"
beb82a7f-9c09-4b95-bffe-7b628dc18cc6,LIMITE_CREDITO_TOTAL,"{'amount': 1810.65, 'currency': 'BRL'}","{'amount': 1722.92, 'currency': 'BRL'}","{'amount': 87.73000000000002, 'currency': 'BRL'}"
ff08f1a8-bab4-4034-a580-a7cf64890f93,LIMITE_CREDITO_TOTAL,"{'amount': 40781.55, 'currency': 'BRL'}","{'amount': 20990.95, 'currency': 'BRL'}","{'amount': 19790.600000000002, 'currency': 'BRL'}"
7ec9e221-0382-4466-8fde-16adc92fe760,LIMITE_CREDITO_TOTAL,"{'amount': 916.84, 'currency': 'BRL'}","{'amount': 506.61, 'currency': 'BRL'}","{'amount': 410.23, 'currency': 'BRL'}"
734ded67-ad5b-43cb-8659-fe5b6d6a452c,LIMITE_CREDITO_TOTAL,"{'amount': 3824.08, 'currency': 'BRL'}","{'amount': 3563.46, 'currency': 'BRL'}","{'amount': 260.6199999999999, 'currency': 'BRL'}"
c571a3b0-eb25-4c97-8d1d-c00cd901efc2,LIMITE_CREDITO_TOTAL,"{'amount': 9602.43, 'currency': 'BRL'}","{'amount': 1770.58, 'currency': 'BRL'}","{'amount': 7831.85, 'currency': 'BRL'}"
7343420a-30f3-41ab-b1aa-2bc82d4c7497,LIMITE_CREDITO_TOTAL,"{'amount': 1411.58, 'currency': 'BRL'}","{'amount': 704.22, 'currency': 'BRL'}","{'amount': 707.3599999999999, 'currency': 'BRL'}"
2710ee46-a817-4978-91d7-fc8267fd3503,LIMITE_CREDITO_TOTAL,"{'amount': 1546.57, 'currency': 'BRL'}","{'amount': 1149.86, 'currency': 'BRL'}","{'amount': 396.71000000000004, 'currency': 'BRL'}"
968fe3e8-c0f5-4593-bf64-f5f919388943,LIMITE_CREDITO_TOTAL,"{'amount': 74357.79, 'currency': 'BRL'}","{'amount': 57931.54, 'currency': 'BRL'}","{'amount': 16426.249999999993, 'currency': 'BRL'}"
279e6199-8418-44bd-a089-7a9c22afba86,LIMITE_CREDITO_TOTAL,"{'amount': 329.55, 'currency': 'BRL'}","{'amount': 113.3, 'currency': 'BRL'}","{'amount': 216.25, 'currency': 'BRL'}"
d6aa1558-0571-4753-9637-767c67669190,LIMITE_CREDITO_TOTAL,"{'amount': 19620.07, 'currency': 'BRL'}","{'amount': 9581.16, 'currency': 'BRL'}","{'amount': 10038.91, 'currency': 'BRL'}"
b4d9e086-c496-41f4-b61a-f6dab89769d9,LIMITE_CREDITO_TOTAL,"{'amount': 282.51, 'currency': 'BRL'}","{'amount': 214.18, 'currency': 'BRL'}","{'amount': 68.32999999999998, 'currency': 'BRL'}"
51049046-0daf-44fe-b017-aaeb76f9f107,LIMITE_CREDITO_TOTAL,"{'amount': 5222.13, 'currency': 'BRL'}","{'amount': 4882.21, 'currency': 'BRL'}","{'amount': 339.9200000000001, 'currency': 'BRL'}"
0c981e12-2c70-4f3a-b99d-6a3e318853f9,LIMITE_CREDITO_TOTAL,"{'amount': 1411.13, 'currency': 'BRL'}","{'amount': 726.59, 'currency': 'BRL'}","{'amount': 684.5400000000001, 'currency': 'BRL'}"
fde9fe8b-b24a-4ae0-b34c-7881d2b094d4,LIMITE_CREDITO_TOTAL,"{'amount': 2428.04, 'currency': 'BRL'}","{'amount': 347.27, 'currency': 'BRL'}","{'amount': 2080.77, 'currency': 'BRL'}"
92b1eb81-0b00-4aad-b61a-ac8e0abb9412,LIMITE_CREDITO_TOTAL,"{'amount': 8873.04, 'currency': 'BRL'}","{'amount': 2247.06, 'currency': 'BRL'}","{'amount': 6625.980000000001, 'currency': 'BRL'}"
88ef0784-3572-4b24-950d-07a2b211bf27,LIMITE_CREDITO_TOTAL,"{'amount': 82314.99, 'currency': 'BRL'}","{'amount': 81668.33, 'currency': 'BRL'}","{'amount': 646.6600000000035, 'currency': 'BRL'}"
5600ed68-da5a-40fd-9371-ea907f05ffcf,LIMITE_CREDITO_TOTAL,"{'amount': 764.41, 'currency': 'BRL'}","{'amount': 488.01, 'currency': 'BRL'}","{'amount': 276.4, 'currency': 'BRL'}"
6247b4ba-47de-4dd9-9f0a-0d81c10873a2,LIMITE_CREDITO_TOTAL,"{'amount': 537.51, 'currency': 'BRL'}","{'amount': 126.26, 'currency': 'BRL'}","{'amount': 411.25, 'currency': 'BRL'}"
6b034a8c-de5a-4c4c-96a8-463df379cfd2,LIMITE_CREDITO_TOTAL,"{'amount': 2527.94, 'currency': 'BRL'}","{'amount': 38.96, 'currency': 'BRL'}","{'amount': 2488.98, 'currency': 'BRL'}"
bc0bcb31-b142-4da7-9557-dd5a3cc24987,LIMITE_CREDITO_TOTAL,"{'amount': 10405.78, 'currency': 'BRL'}","{'amount': 2162.96, 'currency': 'BRL'}","{'amount': 8242.82, 'currency': 'BRL'}"
f2f757aa-4964-4b19-a519-b3d66ea64745,LIMITE_CREDITO_TOTAL,"{'amount': 782.48, 'currency': 'BRL'}","{'amount': 391.99, 'currency': 'BRL'}","{'amount': 390.49, 'currency': 'BRL'}"
7c5f34bb-f53c-429d-9a81-b2b8b90d1ed3,LIMITE_CREDITO_TOTAL,"{'amount': 26959.53, 'currency': 'BRL'}","{'amount': 15842.58, 'currency': 'BRL'}","{'amount': 11116.949999999999, 'currency': 'BRL'}"
979663aa-f9a1-4f8c-81bc-de8b39916581,LIMITE_CREDITO_TOTAL,"{'amount': 4958.05, 'currency': 'BRL'}","{'amount': 2378.61, 'currency': 'BRL'}","{'amount': 2579.44, 'currency': 'BRL'}"
e3c18dd7-776c-49ca-a825-9d19c25574b3,LIMITE_CREDITO_TOTAL,"{'amount': 874.82, 'currency': 'BRL'}","{'amount': 408.98, 'currency': 'BRL'}","{'amount': 465.84000000000003, 'currency': 'BRL'}"
0e750aef-8da0-441b-a887-86520e0b5bcf,LIMITE_CREDITO_TOTAL,"{'amount': 915.33, 'currency': 'BRL'}","{'amount': 6.59, 'currency': 'BRL'}","{'amount': 908.74, 'currency': 'BRL'}"
1de3923e-4023-4a56-87a2-365468db9cf5,LIMITE_CREDITO_TOTAL,"{'amount': 839.18, 'currency': 'BRL'}","{'amount': 403.05, 'currency': 'BRL'}","{'amount': 436.12999999999994, 'currency': 'BRL'}"
3ef50dab-3007-45c9-ad57-a908ce68bcef,LIMITE_CREDITO_TOTAL,"{'amount': 13145.2, 'currency': 'BRL'}","{'amount': 8452.12, 'currency': 'BRL'}","{'amount': 4693.08, 'currency': 'BRL'}"
533ec595-be61-43b6-8374-472ea88cdbaa,LIMITE_CREDITO_TOTAL,"{'amount': 23535.63, 'currency': 'BRL'}","{'amount': 22194.72, 'currency': 'BRL'}","{'amount': 1340.9099999999999, 'currency': 'BRL'}"
8bad0c4e-3616-476f-9a8e-bcda39688f36,LIMITE_CREDITO_TOTAL,"{'amount': 116.18, 'currency': 'BRL'}","{'amount': 0.96, 'currency': 'BRL'}","{'amount': 115.22000000000001, 'currency': 'BRL'}"
acd178e1-2b6b-47fa-94c6-7f2c3c675bf4,LIMITE_CREDITO_TOTAL,"{'amount': 11543.03, 'currency': 'BRL'}","{'amount': 796.54, 'currency': 'BRL'}","{'amount': 10746.490000000002, 'currency': 'BRL'}"
248edab3-90a7-4839-b690-98104100aaf1,LIMITE_CREDITO_TOTAL,"{'amount': 1647.57, 'currency': 'BRL'}","{'amount': 882.75, 'currency': 'BRL'}","{'amount': 764.8199999999999, 'currency': 'BRL'}"
343bffbe-a2a8-4b38-b932-5d3c4bb6d4ad,LIMITE_CREDITO_TOTAL,"{'amount': 11564.21, 'currency': 'BRL'}","{'amount': 4869.98, 'currency': 'BRL'}","{'amount': 6694.23, 'currency': 'BRL'}"
fa0b5479-7ab5-4644-8da2-6743f80c3f05,LIMITE_CREDITO_TOTAL,"{'amount': 21021.08, 'currency': 'BRL'}","{'amount': 8150.68, 'currency': 'BRL'}","{'amount': 12870.400000000001, 'currency': 'BRL'}"
e3268ed5-f379-47ca-8d18-5ae5dca64559,LIMITE_CREDITO_TOTAL,"{'amount': 27423.29, 'currency': 'BRL'}","{'amount': 1737.13, 'currency': 'BRL'}","{'amount': 25686.16, 'currency': 'BRL'}"
1dcd9587-8dd9-41c1-9a28-22074e68084a,LIMITE_CREDITO_TOTAL,"{'amount': 552.78, 'currency': 'BRL'}","{'amount': 228.76, 'currency': 'BRL'}","{'amount': 324.02, 'currency': 'BRL'}"
613171ae-7793-4c45-b853-e0843a9f9104,LIMITE_CREDITO_TOTAL,"{'amount': 4354.13, 'currency': 'BRL'}","{'amount': 1649.83, 'currency': 'BRL'}","{'amount': 2704.3, 'currency': 'BRL'}"
bf761940-91e0-42ce-b8f2-ac6a0d7c5451,LIMITE_CREDITO_TOTAL,"{'amount': 638.56, 'currency': 'BRL'}","{'amount': 535.89, 'currency': 'BRL'}","{'amount': 102.66999999999996, 'currency': 'BRL'}"
4836ce2e-0172-4ec9-a44d-b4793d7ef55f,LIMITE_CREDITO_TOTAL,"{'amount': 807.04, 'currency': 'BRL'}","{'amount': 76.11, 'currency': 'BRL'}","{'amount': 730.93, 'currency': 'BRL'}"
09e1a0af-6cb8-42bf-b7ee-9ada7399d764,LIMITE_CREDITO_TOTAL,"{'amount': 8054.87, 'currency': 'BRL'}","{'amount': 3696.95, 'currency': 'BRL'}","{'amount': 4357.92, 'currency': 'BRL'}"
b090e3c9-77c5-4f5e-b0a4-eb52e5db3dc5,LIMITE_CREDITO_TOTAL,"{'amount': 942.52, 'currency': 'BRL'}","{'amount': 79.5, 'currency': 'BRL'}","{'amount': 863.02, 'currency': 'BRL'}"
3e7b28e0-5caf-4230-ac1a-49f934586848,LIMITE_CREDITO_TOTAL,"{'amount': 11238.98, 'currency': 'BRL'}","{'amount': 2893.62, 'currency': 'BRL'}","{'amount': 8345.36, 'currency': 'BRL'}"
0ba2ceeb-3f06-4eab-b405-6ff1e46ce069,LIMITE_CREDITO_TOTAL,"{'amount': 27799.16, 'currency': 'BRL'}","{'amount': 9649.31, 'currency': 'BRL'}","{'amount': 18149.85, 'currency': 'BRL'}"
0d234434-e609-4a70-aaea-189e87070ea5,LIMITE_CREDITO_TOTAL,"{'amount': 10509.79, 'currency': 'BRL'}","{'amount': 8981.6, 'currency': 'BRL'}","{'amount': 1528.1900000000005, 'currency': 'BRL'}"
98a94528-0ee8-4ed0-aa77-8a551e48ce66,LIMITE_CREDITO_TOTAL,"{'amount': 28695.2, 'currency': 'BRL'}","{'amount': 15122.01, 'currency': 'BRL'}","{'amount': 13573.19, 'currency': 'BRL'}"
0eccb256-b88e-4db5-97e9-0f0a74bfa046,LIMITE_CREDITO_TOTAL,"{'amount': 5055.0, 'currency': 'BRL'}","{'amount': 1489.61, 'currency': 'BRL'}","{'amount': 3565.3900000000003, 'currency': 'BRL'}"
d23cc6c4-bd8b-49f8-aba9-748414de19c5,LIMITE_CREDITO_TOTAL,"{'amount': 21664.2, 'currency': 'BRL'}","{'amount': 7989.78, 'currency': 'BRL'}","{'amount': 13674.420000000002, 'currency': 'BRL'}"
a968e43b-ad7c-426b-bc16-af747a5304b5,LIMITE_CREDITO_TOTAL,"{'amount': 4261.12, 'currency': 'BRL'}","{'amount': 31.35, 'currency': 'BRL'}","{'amount': 4229.7699999999995, 'currency': 'BRL'}"
e9741dd5-a25c-4fa6-9782-dfdbb97f8c27,LIMITE_CREDITO_TOTAL,"{'amount': 12398.9, 'currency': 'BRL'}","{'amount': 10423.44, 'currency': 'BRL'}","{'amount': 1975.4599999999991, 'currency': 'BRL'}"
367aae60-08f3-417f-8cf3-fc488636737e,LIMITE_CREDITO_TOTAL,"{'amount': 19658.48, 'currency': 'BRL'}","{'amount': 15829.33, 'currency': 'BRL'}","{'amount': 3829.1499999999996, 'currency': 'BRL'}"
c21868b3-28a5-4a52-aca6-8837cc87bf21,LIMITE_CREDITO_TOTAL,"{'amount': 747.61, 'currency': 'BRL'}","{'amount': 488.87, 'currency': 'BRL'}","{'amount': 258.74, 'currency': 'BRL'}"
fba1e603-2f47-48ff-b90f-fd16ec309523,LIMITE_CREDITO_TOTAL,"{'amount': 693.75, 'currency': 'BRL'}","{'amount': 93.7, 'currency': 'BRL'}","{'amount': 600.05, 'currency': 'BRL'}"
fe244d14-4870-4c88-b9b2-40e619341459,LIMITE_CREDITO_TOTAL,"{'amount': 78296.11, 'currency': 'BRL'}","{'amount': 78014.41, 'currency': 'BRL'}","{'amount': 281.6999999999971, 'currency': 'BRL'}"
7ca1d2e7-f63f-40c2-b315-d562a14e346c,LIMITE_CREDITO_TOTAL,"{'amount': 28873.47, 'currency': 'BRL'}","{'amount': 9917.67, 'currency': 'BRL'}","{'amount': 18955.800000000003, 'currency': 'BRL'}"
896efb7b-6321-459d-852d-be61c3cc3907,LIMITE_CREDITO_TOTAL,"{'amount': 739.82, 'currency': 'BRL'}","{'amount': 16.42, 'currency': 'BRL'}","{'amount': 723.4000000000001, 'currency': 'BRL'}"
6a91cbab-28ef-49ee-8211-5cd45a879561,LIMITE_CREDITO_TOTAL,"{'amount': 1978.18, 'currency': 'BRL'}","{'amount': 1388.88, 'currency': 'BRL'}","{'amount': 589.3, 'currency': 'BRL'}"
a5da47c2-6d15-42da-8c50-829b4745bf87,LIMITE_CREDITO_TOTAL,"{'amount': 595.49, 'currency': 'BRL'}","{'amount': 211.07, 'currency': 'BRL'}","{'amount': 384.42, 'currency': 'BRL'}"
96a31b9f-c4ff-41f8-87b6-faa4283565ca,LIMITE_CREDITO_TOTAL,"{'amount': 14508.33, 'currency': 'BRL'}","{'amount': 892.34, 'currency': 'BRL'}","{'amount': 13615.99, 'currency': 'BRL'}"
589e9e82-e191-43b5-9dfc-60f2ea4b9814,LIMITE_CREDITO_TOTAL,"{'amount': 39648.37, 'currency': 'BRL'}","{'amount': 2920.71, 'currency': 'BRL'}","{'amount': 36727.66, 'currency': 'BRL'}"
4e9b5b1e-a2a1-4482-81a4-e222bc8e6d17,LIMITE_CREDITO_TOTAL,"{'amount': 72984.56, 'currency': 'BRL'}","{'amount': 35476.06, 'currency': 'BRL'}","{'amount': 37508.5, 'currency': 'BRL'}"
62904c4a-626e-44ff-aca2-14e62bf113c1,LIMITE_CREDITO_TOTAL,"{'amount': 4567.66, 'currency': 'BRL'}","{'amount': 1153.07, 'currency': 'BRL'}","{'amount': 3414.59, 'currency': 'BRL'}"
0f3d641b-6b4b-42bf-ba75-004be9b915ce,LIMITE_CREDITO_TOTAL,"{'amount': 4397.97, 'currency': 'BRL'}","{'amount': 1511.3, 'currency': 'BRL'}","{'amount': 2886.67, 'currency': 'BRL'}"
96b371f3-567d-485a-8ec6-8833c4306302,LIMITE_CREDITO_TOTAL,"{'amount': 5531.82, 'currency': 'BRL'}","{'amount': 4354.88, 'currency': 'BRL'}","{'amount': 1176.9399999999996, 'currency': 'BRL'}"
bd0a5131-5763-4aab-8b0d-62dd55715a7c,LIMITE_CREDITO_TOTAL,"{'amount': 800.32, 'currency': 'BRL'}","{'amount': 694.3, 'currency': 'BRL'}","{'amount': 106.0200000000001, 'currency': 'BRL'}"
